filename,gt,crnn_pred,tess_pred
02560,សង្គ្រាម ក្រោយ សង្គ្រាម ប្រទេស នៅ អ៊ឺរ៉ុប សេដ្ឋកិច្ច,ញ្ញួចព្េ ម្ថ ទេនៅតែប្បុំ,សង្គ្រាម ក្រោយ សង្គ្រាម ប្រទេស នៅ អ៊ឺរ៉ុប សេដ្ឋកិច្ច
02561,អថព្វ,អថព្វ,ទស
02562,សុខុមាលភាព សង្គម   និង យុត្តិធម៌ ពង្រឹង ក្នុង ការកសាង បរិស្ថាន ប្រកបដោយ, ព ម្ល ំនគ់ផ្ំន ន ង ក្កេចវ,មាលភាព សង្គម .និង យុត្តិធម៌ ពង្រឹង-ក្នង ការកសាង បរិស្ថាន ពប្រភបដោ(
02563,ឈ្មោះថ្នាំក្រៅផ្លូវការ,ឈ្មោះថ្នាំក្រៅផ្លូវការ,'ឈ្មោះថ្មាំ‹ក្រៅខ្លូវការ
02564,ឬពេញមួយជីវិតការងារ)ចំពោះ,ឬពេញមួយជីវិតការងារាចំពាះ,ឬ ឈលមួយដឹវិតការហារ)ចំណាះ
02565,ឪជំ,ឪជំ,ខង
02566,មាន   ៤ប្រភេទ គឺៈ១ - ការជីក,មាន   ៤ប្ភេទ គឺៈ១ - ការជឹក,មាន ៤ប្រភេទ គឺៈ១ - ការជីក
02567,ដងរែកនិងជួរភ្នំក្រវាញ,ដងរែកនិងជួរភ្នំក្រវាញ,នន៍អិកនិន៍ផ្ទូរភ្នាំត្រវាញ
02568,កម្រៃ,កម្រៃ,កម្រៃ
02569,ណា?,ណា?,ាទ
02570,តើទីក្រុង,តើទីក្រុង,ពិទីគ្រុច
02571,មនុស្សដូចគ្នា។ម៉្យាងវិញ,មនុស្សដូចគ្នា។ម្យាងវិញ,មនុស្សដូចគ្នា។ម្យាងវិយា
02572,អលោហៈជារូប,អលោហៈជារូប,អអណសហៈអា រូប
02573,នៅ តំបន់ អាស៊ី អាគ្នេយ៍   ប្រទេស កម្ពុជា មាន ផ្ទៃដី ធំ,អ ស ស ច បេះ អ្ន ា ម្មឺ,
02574,ធ្នង់,ធ្នង់,ឆយ
02575,ពណ៍ បៃតង ប្រញាប់ ណាស់ ពណ៍,ពណ៍ ចែតង ប្រញាប់ ណាស់ ពណ៌,យ៉ បៃតឋ ប្រញាប់ ណាស់ (យ៉
02576,ៗ   ឱ្យ បាន ធូស្បើយ,ៗ   ឱ្យ បាន ធូស្បើយ,ៗ ឱ្យ បាន ធូស្បើយ
02577,បសុ​ព្យាបាល,បសុព្យាបាល,បសុព្យា បាល
02578,មិន ទិញ ជឿ នូវ របស់ ប្រើប្រាស់ គ្រប់ បែបយ៉ាង ដឹង គុណ, ផ្ែ ្ន លបស្ថ្ប នំល់ ើ់សុន,មិន'ទិញជឿ នូវ របស់ ប្រើប្រាស់/គ្រប់'បែបយ៉ាង ដឹងគុណ
02579,រស់ នៅ តាំងពី រាប់ លាន ឆ្នាំ មុន,រស់ នៅ តាំងី រាប់ ាន ឆ្នាំ មុន,រស់នៅតាំងពីរាប់ លាន ឆ្នាំ មុន
02580,សំយេះ,សំយេះ,សយឃេះ
02581,ប្រើដើម្បីចងចាំនូវព័ត៌មាន,ប្រើដើម្បីចងចាំនូរព័ត៌មាន,ប្រើដើម្បីចងចាំនូវព័ត៍មាន
02582,? ប្រទេស រៀត,? ប្រទេស រៀត,? ប្រស (8)
02583,ចង្កា,ចង្កា,ចបា
02584,វេទិកា,វេទិកា,(3ទិកា
02585,តម្រាស់,តម្រាស់,តម្រាស់
02586,ប្រកបដោយ ល្ខណៈ ប៉ុន្មាន យ៉ាង ?   អ្វី,ប្រកបដោ ណួយល ស្នា យាង ? អី,ប្រកបដោយ លួណៈ ប៉ុន្មាន យ៉ាង ? អ្វី
02587,តាមសម្មាអាជីវោមិនរំលោភលើ,តាមសម្មាអាជីរេមិនរំលោភលើ,កាមសម្មាអាជីរោមិនរំលោកលើ
02588,ទែះ,ទែះ,ទះ
02589,ច្បាប់និង,ច្បាប់និង,ច្បាប់និង
02590,មហា ព្រហ្ម,មហា ព្រហ្ម,មហាព្រហ្ម
02591,បើពុំដូច,បើពុំដូច,(ទិពុំដូច
02592,បច្ចវេក្ខណៈ,បច្ចវេក្ខណៈ,បចូ(5គួយះ
02593,ពីមពើម,ពីមពើម,កិ%(កិ*
02594,នៅពឹងផ្អែកលើ,នៅពឹងផ្អែកលើ,នៅពីនន្អែកលើ
02595,សិស្ស គ្រប់ ៗ គ្នា,សិស្ស គ្រប់ ៗ គ្នា,សិស្ស គ្រប ៗ គ្នា
02596,organised) មុនពេល,0ឲ្រួេពេsed់) មុនពេល,០១) បុន លល
02597,នគរ ដែល,នគរ ដែល,គរ នល
02598,កំពីងពួយ,កំពីងពួយ,កំពីនពួយ
02599,ជួបបញ្ហានេះ។,ជួបបញ្ហានេះ។,ជួបៗណានះ។
02600,សោមគ្រោះ,សោមគ្រោះ,សោឲមគ្រោះ
02601,ប្រភេទ ? កិលេស   ជា គ្រឿង,ប្រភេទ ? កិរលេស   ជា គ្រឿង,បភតេទ ? កិលេស “ជាគ្រឿះ
02602,៧យ៉ាង គឺ៖១.   ភាព មនុស្សធម៌  :   គឺ ចលនា ការពារ អាយុជីវិត,លងនំឺ កន្សេ  ំអកពេឡ៊ី,៧យ៉ាង គឺ៖១. ភាព មនុស្សធម៌ : គឺ ចលនា ការពារ អាយុជីវិត
02603,មនូសារ,មនូសារ,មនូុសារ
02604,ថង,ថង,ថង
02605,សំខាន់ៗមាន៖សិវៈវិស្ណុ,សំខាន់ៗមាន៖សិវិស្ណុ,សំខាន័ពមាន៖សិរៈវិ្ណុ
02606,សោះទៅលើគេឯង,សោះទៅលើគេឯង,សោះទៅលើកគេឯង
02607,រំពុះ,រំពុះ,រំពុះ
02608,អវិជ្ជាៈ     ភាព មិន ដឹង ។,អវិជ្ជាៈ   ភាព មិន ដឹង ។,អវិជ្ជា ភាពមិន ដឹង។
02609,មួយហើយអំពើនីមួយនោះអាច,មួយហើយអំពើនីមួយនោះអាច,មួយ ហីយរ#ពើនី មួយនោះររាច
02610,តពោក,តពោក,តពោក
02611,ឆ្កែ)១២.,គ្ក១២.,១២.
02612,ទំហែង,ទំហែង,ទំហែង
02613,ឈ្មោះ ថា បាន៖ បាន គោរព សិទ្ធិ មនុស្ស   និង លទ្ធិ ប្រជាធិបតេយ្យ ការពារ បូរណភាព,ជុវេទៈពអចធ្សន្ល ំ៉វគែជូកបកូៈ,ឈ្មោះ ថា បាន៖ បាន គោរព សិទ្ធិ មនុស្ស និង លទ្ធិ ប្រជាធិបតេយ្យ ការពារ បូរណភាព
02614,និង ស្ត្រី មាន អ្វី ខ្លះ ?ភាពលម្អៀង,និង ស្រីមាន ្វី្លះ ? ពាលជ្លៀង,និង ស្ត្រីមានអ្វីខ្លះ ?ភាពលម្អៀង
02615,បម្រះ,បម្រះ,បម្រះ
02616,ចាប់ផ្តួលគូប្រយុទ្ធឱ្យ,ចាប់ផ្លួលភូប្រយុទ្ធឱ្យ,ចាប់ថ្លលកូប្រយាទ្ធឱ្យ
02617,អព្ភន្តរ ញាណ អស្តិ,អព្ភន្តរ ញាណ អស្តិ,",%ពនរ ស៊ាណ់ ,/ស្ហិ"
02618,ស្ទើញ,ស្ទើញ,ស្ទើញ
02619,នោះ )ម ទ្ទវៈ   ចេះ បន្ទន់ ឥរិយាបទ,នោះ ទវ   ចេ បន្ន លទ,នោះ )ម ទ្ធវៈ ចេះ បន្ទន់ ឥរិយាបទ .
02620,សាសនាដៃទៀត,សាសនាដៃទៀត,/ហសនាវំននៀន
02621,ឥន្រ្ទជិត,ឥន្រ្រជិត,#ន្រជិក
02622,ទម្រាំ,ទម្រាំ,ទម្រាំ
02623,ឆ្កែ ហា ឈីកូ អាគីតា ដ៏,ផ្កែហា ឈីកូ អាគីតា ដ៏,ន្កហាណីកូ រអាគីភា គឺ
02624,ការកសាង ប្រវត្តិសាស្រ្ដ របស់ សង្គមជាតិ មិន អាច អប់រំ ផ្នែក សុខភាព   អនាម័យ   បរិស្ថាន   លទ្ធិ,កស្កុស្ក កំនស្ក ក ស់គ្ុំ,ការកសាង ប្រវត្តិសាស្ត្រ:រមស់.សង្គមជាតិ មិនអាច អប់រំ ផ្នែក សុខភាព អនាម័យ: បរិស្ថាន លទ្ធិ
02625,បុណ្យ ទាន ។ តើ រុក្ខជាតិ ដើមឈើ ជា រុក្ខជាតិ ដូចម្តេច ?,លប្ួា អិក្កត មលើវអ្ត អំអនគ្ត,បុណ្យ ទាន ។ តើ រុក្ខជាតិ ដើមឈើ ជា រុក្ខជាតិ ដូចម្តេច ?
02626,មាឌ តូច ធំ ឡើយ   គឺ សម្រាប់,មាន តូច គំ ឡើយ   គឹ ម្រាប់,មាឌ តូចធំ ឡើយ គឺ សម្រាប់?
02627,យើងត្រូវ,យើងត្រូវ,យើងត្រូវ
02628,រអាត,រអាត,រ ក
02629,ន៍៖សិទ្ធិទាំងនេះរួមបញ្ចូល,ន៍!សិទ្ធិទាំងនេរួមបញ្ចូល,ន័៖សិទ្ធិទាំននេខូមបញ្ចូល
02630,ជ្រើសរើសបេក្ខជន,ជ្រើសរើសបេក្វជន,សម្រើសអីសបេក្ខនន
02631,តែ ២០,តែ ២០,ត ២០
02632,ក្លឹស,ក្លឹស,ក្លិន
02633,គេចវេះ,គេចវេះ,គេចរេះ
02634,ស្ករ,ស្ករ,ស្ករ
02635,ឬអាណាព្យាបាលភរិយានិង,ឬអាណាព្យាបាលភរិយានិង,ឬសាណាហាបាលភរិយានិន៍
02636,ក្នុង តំបន់ ព្រមទាំង,ក្នុង តំបន់ ព្រមទាំង,ក្នុង តំបន់ ព្រមទាំង
02637,លីវ យី ថា ដូចម្ដេច ? ខ្មែរ ហៅថា,សិីវ យី ថា ដូចម្តេច ? ខ្ែ ហៅថា,បវ យីថាដូចម្តេច ? ខ្មែរ ហៅថា
02638,ក្បាច់ ឬ ក្បាច់ ចិន ) ។,ក្បាច់ ឬ ក្បាច់ ចិន ) ។,ក្បាច់ ឬ ក្បាច់ ចិន ) ។
02639,សំតេត,សំតេត,សំតភេក
02640,ខ្មែរដែលជាមរតក,ខ្មែរដែលជាមរតក,ឲ្មរនែលនដាយភក
02641,ប្រទេសថៃនាំចូល?នាំចេញ,ប្រទេសថៃនាំចូលនាំចេញ,ជ្រលស?5ាំប៉ូ/យ?នាំលណ់
02642,បញ្ច្រិច,បញ្ចិច,បន្តិច
02643,។-មណ្ឌលហ្វូតគឺជាកន្លែង,។-មណ្ឌលហ្វតគឺជាកន្លែង,១ -មណ្ឌលហ្វូតនីជាកាន្តន៍
02644,បង្កើតទេវនិង,បង្កើតទេវនិង,។(ផ្ថិត(55នំប
02645,ល្បោះ,ល្បោះ,សឈាាះ
02646,កំពុងតែ គេ ស្រែក ដេញ ប្រផាត់ ចាប់ ប្រភីង ។ ជនសង្ស័យ ត្រូវបាន សាក្សី   ឬ ជនរងគ្រោះ ចង្អុលបង្ហាញ,”។ ។ កំង៉ុត តែ រ ( ទុខ,កំពុងតែ គេ ស្រែក ដេញ ប្រផាត់ ចាប់ ប្រភីង ។ ជនសង្ស័យ ត្រូវបាន សាក្សី ឬ ជនរងគ្រោះ ចង្អុលបង្ហាញ:
02647,ឱមសត្ត,ឱមសត្ត,ទ្ធុំបសន្ត
02648,ឆ្នាំ ម្តង ៗ   ហើយ មាន គុម្ព ញី,ឆនាំ ម្លង  ហើយ មាន ម្ភ ញី,ឆ្នាំ ម្តង ៗ ហើយមាន គុម្ព ញី
02649,អនុវាត,អនុវាត,នុ វាត
02650,ផ្លូវ ជាតិ លេខ,ផ្លូវ ជាតិ លេខ,ក ជាគិ (លខ
02651,សស្លើត,សស្លើត,សស្នើត
02652,ធ្លូញ,ធ្អូញ,រូវ
02653,សញ្ជប់,សញ្ចប់,សញ្ចប់
02654,ជាក់ជាពុំខាន។ហេតុ,ជាក់ជាពុំខាន។ហេតុ,ជាក់នាដ៉ាំខាន%ហោតុ
02655,កុមារឱ្យចូលររៀនគ្រួសារ,កុមារឱ្យចូលររៀនគ្រួសារ,កុមារទ្ធុំ/'បូ/ឋរញៀ&គ្រួសារ
02656,នៃគ.សក្នុងរជ្ជកាលព្រះបាទ,នៃគ.សក្នុងជ្វកាលព្រះបាទ,នៃគ.សក្នុងរជ្ជកាលព្រះបាទ
02657,ទុកចិត្ត គេ,ទុក​ចិត្ត គេ,ទុកចិត្ត
02658,ខ្លះដើម្បី,ខ្លះដើម្បី,ខ្លះដើម្បី
02659,អា៎ !,អាំ !,អាំ!
02660,ចាញ់ស្ថានភាព,ចាញ់ស្ថានភាព,ចាណ័ស្ថានភាស
02661,បំបាក់,បំបាក់,បំបាក់
02662,យកដុំ,យកដុំ,យគានុំ
02663,អោយ ស្ត្រី ឈរឈ្មោះ ក្នុង ការបោះឆ្នោត,អោម ស្រី លឈមោះ កនង ករោរឆ្នោត,អោយ ស្ត្រី ឈរឈ្មោះ ក្នុង ការបោះឆ្នោត
02664,ធំ,ធំ,ធំ
02665,សន្តតិ,សន្តតិ,សន្តតិ
02666,ដែល មកពី តំបន់ ខាងត្បូង,ដែល មកពី តំបន់ ខាងក្បូង,ដែល មកពី តំបន់ ខាងត្បូង
02667,ពូជសាសន៍ សាសនា និង,ពូជសាសន៍ សាសនា និង,ព្យូជំសាសរន៍ សាសនា និន
02668,សិន្ធុ,សិន្ទុ,សិន្ទ
02669,  ប្រកាន់ នូវ វត្ត ប្រតិបត្តិ របស់ ខ្លួន ថា ត្រឹមត្រូវកាម រាគៈ   សេចក្តីត្រេកអរ រីករាយ,ពកតំនពុរស់កូខវរ ផំូងកំរ,ប្រកាន់ នូវ វត្ត ប្រតិបត្តិ របស់ ខ្លួន ថា ត្រឹមត្រូវកាម រាគៈ សេចក្តីត្រេកអរ រីករាយ
02670,  ៖   ជា វិជ្ជាអធិប្បាយ,  ៖   ជា វីជ្ជាអធិហ្បាយ,នះ ជា វិជ្ជា អធិប្បាយ
02671,នយោបាយ ភូមិ ឃុំ - សង្កាត់,នយោបាយ តូមី បំ - សង្កាត់,3(យាបា២ តូម ឃុំ - សង្កាត់
02672,ឈ្លីក,ឈ្លីក,កិក
02673,តេបតាប,តេបតាប,/រភបភា២
02674,ឧបេក្ខា ឬ ឧបេក្សា៖,ឧបេក្ដា ឬ ឧបេក្សា៖,ខបេគ្នា ឬ ខូបេស្ឋា#
02675,បុព្វហេតុ សាសនា   “ ទេវរាជ - ពុទ្ធ រាជ ” បុព្វហេតុ សង្គ្រាម បុព្វហេតុ,ព្ចសមៈេ អា ចូវៈ ប្ ស្ត ស្វ,បុព្វហេតុសាសនា ២ទេវរាជ ពុទ្ធ រាជ បុព្វហេតុ សង្គ្រាម បុព្វហេតុ
02676,ក្ដី,ក្ដី,គិ
02677,អង្គុល,អង្គុល,អង្គល
02678,ភ្ងាស,ភ្ងាស,ភ្ងាស
02679,  ទង់ដែង   ក្រូម   អា ប៉ាមីត ។   ចំនែក រ៉ែ ប្រេងកាត,អស់ង ្ន ា សងន ើកង បើបែរ,ទង់ដែង ក្រូម អាប៉ាមីត។ ចំនែក រ៉ែ ប្រេងកាត
02680,ដោយ ផ្តល់ ការអប់រំ ពេញ មួយ ជីវិត   សម្រាប់ ទាំងអស់ គ្នា,៧ឡមកច ់ំញយ ដើ ខ្ចប់ំេប់ទ្,ដោយ ផ្តល់ ការអប់រំ ពេញ មួយ ជីវិត សម្រាប់ ទាំងអស់ គ្នា
02681,រ៉ែដែល,រ៉ែដែល,វែល
02682,ព្រះជន្ម ៣៥ ព្រះវស្សា ។ នៅ,ព្រះជន្ម ពង ព្រះវស្សា ។ នៅ,ព្រះជន្ម ៣៥ ព្រះវស្សា ។ នៅ
02683,សង្គម ។៤. ការស្ដារ,សង្គម ។៤. ការស្តារ,សញ ។៤. ការស្តារ
02684,សម្ប័ទ,សម្ប័ទ,សម្អ័ន
02685,មីសួ,មីសួ,ស
02686,។ ក .,។ ក .,នង
02687,ការពារបរិស្ថានថែរក្សា,ការពារបរិស្ថានថែរក្សា,ការសារបអិវស្តា& 45 រ្យ
02688,គុណភាព ដីការពារ ព្យុះ   និង ទឹក ជំនន់ ជា ឱសថ បុរាណ,គុនជបរដៅបាព្លៈ នៃរ៉កងែោរើែទៗ កាល,គុណភាព ដីការពារ ព្យះ និង ទឹក ជំនន់ ជា ឱសថ បុរាណ
02689,ឡើងចាង,ឡើងចាង,ឈ្ទី៤ច@
02690,ឆ្មបកោរជក់ចូលម្លប់,ឆ្មបកោរជក់ចូលម្លប់,ធ្មបកោរជក់ចូលម្លប់
02691,ចំរើនក្នុងបច្ចុប្បន្ននិង,ចំរើនក្នុងបច្ចុប្បន្និង,ចំនំ3ក្នុឯបច្ចប្ឃន្ននំង
02692,ទៀត តាមរយៈ វដ្ត សិលា ។ តើ វដ្ដ សិលា ជា អ្វី ?វ ដ្តសិលា,កា ដៀច ី ទដំមុ ាៈ ្ុ អ នះ,ទៀត តាមរយៈ វដ្តសិលា។តើវដ្ត សិលា ជា អ្វី ?វ ផ្គសិណ
02693,ទា វេរមណីៈ  ការ,ទា វេរមណីៈ ការ,ទា ៧រមេសិៈ ការ
02694,ទឹក អុកស៊ីសែន,ទឹក អុកស៊ីសែន,ទឹក រ៊ុកស៊ីសែន
02695,ជាម្លោះបង្កើតសង្គ្រាម,ជាម្លោះបង្កើតសង្គ្រាម,ដាឈ្លាះបណ្កីតសញ្ច្រាម
02696,ហើយនោះ។គ-ពិធីបុណ្យមួយខួប,ហើយនោៈ។គ-ទំវិបុណ្យមួយខូប,ហើយនោះុគ--វិធីប៉ុណ្យម្ជួយខូប
02697,និង មាន,និង មាន,នន.
02698,អួល,អួល,អុល
02699,ប្លន់ គ្រប់ ប្រភេទ,ប្លន់ គ្រប់ ប្រភេទ,ម្លន់ ក្រប់ ប្រភេទ
02700,ខ្ជាក,ខ្លាក,ទាក
02701,ខឿន,ខឿន,ឆ្យ&
02702,បង្ហក់,បង្ហក់,បង្អក់
02703,ព្រះរាជពិធី,ព្រះរាជពិធី,ព្រាះរាជសិធី
02704,មាន សង្គ្រាម ញឹកញាប់ ហេតុ នេះ មាន អ្នកភៀសខ្លួន ជាច្រើន បាន ចាកចេញមក នៅ ពាសពេញ អាស៊ី អាគ្នេយ៍ តាមរយៈ,?សុក្តុត្សុំកភុូវៃ ក កុត,"មាន សង្គ្រាម ញឹកញាប់, ហេតុ នេះមាន អ្នកភៀសខ្លួន: ជាច្រើន បាន ចាកចេញមក:នៅ' ពា សពេញ អាស៊ី អាគ្នេយ៍ តាំមរយៈ"
02705,ថ្ករ,ថ្ករ,ផ្ក
02706,រឡេះរឡះ,រឡេះរឡះ,នេះ
02707,សុនីតិ,សុនីតិ,សុនីតិ
02708,ត្រឹង្ស ពិភព នាគ,ត្រឹង្ស ពិភព នាគ,គ្រឹ សិភស នាគ
02709,មរដក,មរដក,មរនភគ
02710,នោះ ជា បណ្ឌិត   តែ អ្នកណា ស្គាល់ ខ្លួន,ទៅ ជា ណ្តិ  ្កណាស្កា់ ខលួ,នោះ ជា បណ្ឌិត តែ អ្នកណា ស្គាល់ ខ្លួន
02711,គ.ស)នៅក្នុងនិកាយ,គ.ស)នៅក្នុងនិកាយ,គ. ស)នៅក្ជុឆ៍ និកាយ
02712,ឆ្នាំ១៩៩៨ប្រជាជនកម្ពុជា,ឆ្នាំ១៩៩៨ប្រជាជនកម្ពុជា,ឆ្នាំ១៩៩៨បប្រជា ជនកម្ពុជា
02713,ប្រែ កំណើត,ប្រែ កំណើត,ប្រែ កំ(យិត
02714,វៃក្វែន,វៃក្វែន,ពំកន
02715,សង្ឃ។ពេល,សង្ឃ។ពេល,ស្ជ7(៣ល
02716,អាហារូបករណ៍ នេះ ទេ,អាហារូបករណ៍ នេះ ទេ,ាហារូបការណ៍័ នះ
02717,អនាសវា,អនាសវា,រននាសរា
02718,។នៅឆ្នាំ,។នៅឆ្នាំ,។នៅឆ្នាំ
02719,ឆ្នាំ១៩០៣មាន,ឆ្នាំ១៩០៣មាន,ភ្នាំ១៩០៣២&
02720,នៃលទ្ធិ,នៃលទ្ធិ,នលទ្ធ
02721,នៅ ចំហៀង ខាងឆ្វេង ។,នៅ ចំលៀង ខាងឆ្វេង ។,៨ ចំណ្យ៤ ១ាចណ្វ” ។
02722,លៈបង់ប្រយោជន៍ខ្លះៗដល់,លៈបង់ប្រយោជនខ្លះៗដល់,៣:បប្រយាជន៍ខ្លះៗ២ល
02723,។សព្វថ្ងៃ,។សព្វថ្ងៃ,។សពថ្ងៃ
02724,។ធនធានមនុស្ស,។ធនធានមនុស្ស,។ឆនអានឲនុស្ស
02725,រួម មាន៖ ព្រះរាម   “ មិន បង្ហូរ,រួម មាន ព្រា   មិន បង្ហូវ,រួម មាន៖ព្រះាម មី ន-បង្ហវ
02726,លូសុន និង វិសាយ៉ាល ហេតុ,លូសុន និង វិសាយ៉ាល ហេតុ,លូសុន និន វិសាយ៉ាល ហេភុ
02727,នឹង ប្រាសា អង្គ,នឹង ប្រាសា អង្គ,នន(ព្រាសាសអន្ល
02728,នៅ ចន្លោះ តារា ត្រូវបាន,នៅ ចន្លោះ តារា ត្រូវបាន,ទន ចណ្លះ គារា ្រូវជា&
02729,ម៉ូក,ម៉ូក,ក
02730,ព្រៃ ត្រូវបាត់បង់ អស់ ជាច្រើន   ដែល នាំអោយ ប្រែប្រួល អាកាសធាតុ   ( ភ្លៀង មិន ទៀងទាត់,  ង គំ នក់គ្ែក តំនង,
02731,ប្រកាន់ ពូជសាសន៍,ប្រកាន់ ពូជសាសន៍,គាន ខុនសាសន
02732,ចម្ងាយពី១០ទៅ២០ដង,ចម្ងាយពី១០ទៅ២០ដង,ចម្លាយស៊ី១០៣២០ន
02733,ឆ្វង់,ឆ្វង់,អ្ធង៍
02734,ជីក្រែង,ជីក្រែង,ក្រែង
02735,ល្មុង,ល្មុង,យុង
02736,អាចហៅ,អាចហៅ,<ា5(ហា
02737,កុំឈោងយករបស់របរដែល,កុំឈោងយករបស់របរដែល,កំឈោងយករបស់របរដៃល
02738,ត្រើយ​ឆក,ត្រើយឆក,ប្រើយឆក
02739,ប្រើ អាការៈ គំរាមគំហែង   សំលុត តាម ច្បាប់ អោយ ជន នោះ ស្លុត,ចូវពោ ំម៉ែ ប៉ូកចបូបរនដលរេះ ្ូ,ប្រើ. អាការៈ គំរាមគំហែង ::សំលុត:តាម.ច្បាប់:អោយជនៈនោះ ស្លត
02740,រុំកោះ,រុំកោះ,រ៉ំកោះ
02741,ភាពរលូនចំណាយតិច,ភាពរលូនចំណាយតិច,ភាពរល្ពន ចំណាយតិច
02742,ប ទុម ប្រភេទ ធាង   ជ្រែក ផ្ទៃ សិលា ចេញ ជា ផ្កា,ខទេ បេ ជា ប ន ន្ល េញ្ានធ,ប ទមប្រភេទ ធាង ជ្រែក ផ្ទៃ សិលាចេញជា ផ្កា
02743,អំពី iPhone 8 ១. កាម៉េរា,អំពី Tahonae ខ ១.កាម៉េរា,អើ //?/0/៩ខ ខ ១. គាស៉េរា
02744,កំបោរ កើតឡើង ពី អ្វី ខ្លះ,កំបោរ កើតឡើង ពី អ្វី ខ្លះ,កំបោរ កើតឡើង ពីអ្វីខ្លះ
02745,និង ធនធាន,និង ធនធាន,និ.
02746,ចាប៉ី,ចាប៉ី,ចាប៉ី
02747,ពន្យល់   ? ខ្វះ ការអប់រំ   ខ្វះ ការអភិវឌ្ឍ ព្រោះ ថា៖ខ្វះ ធនធាន មនុស្ស   សម្រាប់,។្ ពុក កព េ សនេ្េ ស្,ពន្យល់ ? ខ្វះ ការអប់រំ ខ្វះ ការអភិវឌ្ឍ ព្រោះ ថា៖ខ្វះ ធនធាន មនុស្ស សម្រាម
02748,អយោនិសោមនសិការ,អយោនិសោមនសិការ,",/ឈានិលា៤&សិគារ"
02749,កន្ទុយក្បួន។,កន្ទុយក្យួន។,កន្តយកួន +
02750,សកភាសា,សកភាសា,សកណាសា
02751,បាប   ឬ ជា និមិត្តរូប នៃ ការមុជទឹក លាង បាប   ព្រោះ កាល នៅរស់   មនុស្ស,) ពូនផ្ចូងកចុំរេ ទូរបអ់ នុត,បាប ឬជា និមិត្តរូបនៃ ការមុជទឹក លាង បាប ព្រោះ កាល នៅរស់ មនុស្ស
02752,ឃ្លា,ឃ្លា,ហា
02753,) ទទួល សិទ្ធិ,) ទទួល សិទ្ធិ,) ទល ស័ទ្ធំ
02754,កម្ជិល,កម្ជិល,
02755,គោរព វិន័យ និង បទបញ្ជា,គោរព វិន័យ និង បទបញ្ជា,គោរព វិន័យ និង បទបញ្ជា
02756,ឆេះ ព្រៃ ការកាប់ ព្រៃឈើ សំរាប់ ធ្វើ ចំការ ត្រី,រ ្ែកា ប លើ ល ្ើ ការ ត្,ឆេះ ព្រៃការកាប់ ព្រៃឈើ សំរាប់ ធ្វើ ចំការ ត្រី
02757,ស្តីពីការអប់រំ។អំពី,ស្តីពីការអប់រំ។អំពី,ស្តីពី ការរ»បរំ។រំពី
02758,ប៉ូក​ៗ,ប៉ូកៗ,ប៉ូកពូ
02759,ដ៏ប្រសើរជាអ្នកចង្អុលផ្លូវ,ដ៏ំប្រសើរជាអ្នកចង្គុលផ្លូវ,ដ៏ប្រសើរជាអ្នកចង្អុលផ្លូ
02760,ហិង្គុល,ហិង្គុល,ឃហឺដ្ពល
02761,នៃ ការរួមភេទ ខ្វះ,នៃ ការួមភេទ ខ្វះ,ព័ន ការរួម ៦2
02762,សុគតិ,សុគតិ,សុគាតិ
02763,។   ជាទូទៅ សិលា កើតឡើង ពី រ៉ែ,។   ជាទៅ សិលា កើតទឡើង ី រ៉,
02764,ៗបំភ្លេចជាតិ,ៗបំភ្លេចជាតិ,ប៉ភ្លេចមាភិ
02765,នឹងបានអាស្រម,នឹងបានអាស្រម,ទនិបបា8អាស្រប
02766,អាមន្តន --,អាមន្តន --,ររាមន្តន --
02767,បន្តួច,បន្តួច,បន្តច
02768,ខ,ខ,ខ
02769,ស្ថិតិជា,ស្ថិតិជា,ស្លំតិជា
02770,មូត្រ,មូត្រ,មូត្រ
02771,ថែរក្សា សុខភាព អនាម័យ,ថែរក្សា សុខភាព អនាម័យ,រសា សុខភា »នា ម័យ
02772,និរោធ,និរោធ,និរោឆ
02773,ជាតសិលា,ជាតសិលា,ជាតសិល
02774,បណីត​ភាព,បណីតភាព,បណីតភាព
02775,ជា ទង្វើរ,ជា ទង្វើរ,ជា ទង្វើរ
02776,មោហាគតិ,មោហាគតិ,ណមាហានិ
02777,គុហារ ឬ រូង ភ្នំ៖ ជា,គុហារ ឬ រូង ភ្នំ៖ ជា,គុហរ ឬ រូយ គ្នំ៖ ជា
02778, តើ ទស្សនៈ វិស័យ អាស៊ាន ឆ្នាំ ២០២០ ធ្វើឡើង នៅ ទីណា ?,នំស្ស ដែមបា ឆ្ន័យ អ្ើ្ើ ន ដើរ,តើ ទស្សនៈ វិស័យ អាស៊ាន ឆ្នាំ ២០២០ ធ្វើឡើង នៅ ទីណា ?
02779,។កម្មករនិយោជិត,។កម្មករនិយោជិត,។កថ្មូករនិណដិត
02780,ដាក់ ជួន បេឡា ជាតិ របប,ដាក់ ជួន បេឡា ជាតិ របប,ដាក់ ជួន បេឡា ជាតិ របប
02781,ដំណើរពុកផុយមេកានិច,ដំណើរពុកផុយមេកានិច,នាំណើរខុកឆុយមេកា និយ
02782,និងអន្តរជាតិ,និងអន្តរជាតិ,និងរនន្តរអាភិ
